time,vid,cluster_head,distance_to_ch
67,17,NONE,369.9148664219917
67,18,NONE,626.3876679022344
67,19,NONE,348.60794382802004
67,2,0,240.10415843962386
67,20,0,135.58435934870957
67,21,8,98.72023754023286
67,22,NONE,308.72302699993077
67,23,8,200.2179237730728
67,24,0,200.7910319212489
67,25,NONE,293.7374310502493
67,26,33,29.88183561965363
67,27,32,45.49268512629255
67,28,29,88.11
67,29,29,0.0
67,3,8,89.23628073827375
67,30,NONE,666.151977404556
67,31,NONE,372.39449096354804
67,32,32,0.0
67,33,33,0.0
67,4,29,56.99000000000001
67,5,0,65.88775379385763
67,7,NONE,369.73855655043604
67,8,8,0.0
67,9,NONE,363.17409819534214
68,0,0,0.0
68,1,33,172.64965797823058
68,10,NONE,390.6497470881045
68,11,NONE,284.1272968230966
68,12,20,93.84286973446626
68,14,0,137.2308569528005
68,15,NONE,513.1854157124889
68,16,NONE,277.91019592666976
68,17,NONE,306.40000000000003
68,18,NONE,531.6126650109081
68,19,NONE,404.8686186900635
68,2,20,204.50880176657438
68,20,20,0.0
68,21,8,100.54512419804355
68,22,NONE,291.21712655680125
68,23,8,186.96479454699485
68,24,0,210.3761985111434
68,25,NONE,268.7690504875887
68,26,33,14.936803540249139
68,27,NONE,409.7189871118984
68,28,NONE,260.3706567568627
68,29,33,222.35424461880643
68,3,8,70.73539778639832
68,30,NONE,564.0755254396347
68,31,NONE,332.9853764056313
68,32,NONE,429.74566536499236
68,33,33,0.0
68,4,33,244.07986991966382
68,5,5,0.0
68,7,NONE,407.47649551845325
68,8,8,0.0
68,9,NONE,338.77511360783274
69,0,5,23.380025662945677
69,1,33,190.63685923766158
69,10,NONE,389.954173717887
69,11,25,127.39574639680872
69,12,20,98.82117688026189
69,14,5,128.12612926331616
69,15,NONE,443.4213311287584
69,16,25,168.34176249522875
69,17,25,200.855645676192
69,18,NONE,532.4038407074089
69,19,NONE,407.9192774312095
69,2,20,209.08559873888976
69,20,20,0.0
69,21,8,106.66947548385151
69,22,25,122.83612050207383
69,23,8,172.3002742307742
69,24,20,224.36143697168643
69,25,25,0.0
69,26,33,4.167601228524613
69,27,NONE,450.1317891462454
69,28,NONE,273.55219611620737
69,29,33,230.5612467436798
69,3,8,52.75114880265643
69,30,NONE,562.203169325823
69,31,25,215.20737533830015
69,32,NONE,449.71695198202167
69,33,33,0.0
69,4,NONE,255.20602657460893
69,5,5,0.0
69,7,NONE,411.9490775569233
69,8,8,0.0
69,9,25,69.43000000000006
70,0,5,3.747332384510331
70,1,29,77.44986120065032
70,10,17,200.88915948851
70,11,NONE,341.6783142079696
70,12,20,107.00259623018502
70,14,5,111.95463590222606
70,15,NONE,263.9247697735095
70,16,17,24.517748673155122
70,17,17,0.0
70,18,NONE,401.7558343073564
70,19,NONE,412.68932637033396
70,2,20,216.6269752362342
70,20,20,0.0
70,21,20,132.51305784714197
70,22,NONE,310.2682080072014
70,23,33,229.13708756986503
70,24,20,215.35600502423893
70,25,17,201.39580159477006
70,26,33,17.868866779961156
70,27,NONE,451.8078318267624
70,28,29,98.2
70,29,29,0.0
70,3,33,172.84837112336353
70,30,NONE,407.57429273691935
70,31,17,74.14908225999838
70,32,NONE,428.9320393722064
70,33,33,0.0
70,4,29,62.93
70,5,5,0.0
70,7,NONE,417.79126666315085
70,8,33,138.95000000000002
70,9,17,205.43914330039442
71,0,26,153.47544200946288
71,1,35,194.10514186903964
71,10,17,200.168029415289
71,11,34,155.2136530721444
71,12,3,203.98999999999998
71,14,26,228.22692238208884
71,15,NONE,260.60004777436245
71,16,17,14.540550195917644
71,17,17,0.0
71,18,NONE,401.06656916277626
71,19,NONE,454.8180322942353
71,2,NONE,301.1916705355579
71,20,26,213.7655746372647
71,21,3,116.84382739366251
71,22,34,98.02572927553256
71,23,3,151.36382956307628
71,24,NONE,404.2130626291041
71,25,34,10.740000000000009
71,26,26,0.0
71,27,NONE,623.6941532514154
71,28,NONE,265.9447012068486
71,29,35,214.28179204029445
71,3,3,0.0
71,30,NONE,405.4950565666615
71,31,17,94.57415291716863
71,32,NONE,576.0724093375762
71,33,26,30.647518659754486
71,34,34,0.0
71,35,35,0.0
71,4,35,245.11573613295414
71,5,26,180.4307069209673
71,7,NONE,445.18875502420326
71,8,3,22.455745367277405
71,9,34,59.40999999999997
72,0,26,139.07835812950916
72,10,17,198.91889050565308
72,11,34,168.3331137952364
72,12,3,201.41000000000003
72,14,26,220.55259010041124
72,15,NONE,253.8205572840781
72,16,17,10.7071751643466
72,17,17,0.0
72,18,NONE,399.29972113689234
72,19,NONE,447.2944947123763
72,20,26,209.25959117803893
72,21,3,132.27871181713255
72,22,34,84.91081262124395
72,23,3,137.40726654729727
72,24,NONE,404.44171026243083
72,25,34,21.040000000000077
72,26,26,0.0
72,27,NONE,630.9851111555645
72,28,NONE,269.98416546160627
72,29,35,218.37532461338208
72,3,3,0.0
72,30,NONE,402.4021830209175
72,31,17,111.38923556609947
72,32,NONE,562.5706615172888
72,33,26,44.1704448698448
72,34,34,0.0
72,35,35,0.0
72,36,NONE,577.8739797741373
72,4,NONE,251.97557996758337
72,5,26,187.492477715774
72,7,NONE,438.50346053366565
72,8,3,9.924238006013368
72,9,34,49.01999999999998
73,0,5,67.05639715940607
73,10,NONE,400.017484117882
73,11,34,180.33687864660408
73,12,3,195.79
73,14,5,67.88653180123434
73,15,NONE,434.2867219936617
73,16,34,200.6254941426936
73,17,34,204.5946353157873
73,18,NONE,580.3437646774539
73,19,NONE,466.651615233463
73,20,5,58.898519506011326
73,21,3,147.04482343829721
73,22,34,72.49931999681098
73,23,3,124.46114413743753
73,24,5,218.54643900095925
73,25,34,28.65000000000009
73,26,26,0.0
73,27,NONE,454.6265888616723
73,28,NONE,268.4549878471249
73,29,35,221.96376483561454
73,3,3,0.0
73,30,NONE,602.4737298837186
73,31,NONE,252.60293664167878
73,32,NONE,374.7109778215738
73,33,26,55.64001437814335
73,34,34,0.0
73,35,35,0.0
73,36,NONE,407.0369285458016
73,4,NONE,257.44834841187077
73,5,5,0.0
73,7,NONE,477.213011662507
73,8,3,6.641392926186485
73,9,34,41.239999999999895
74,0,26,109.87181849773853
74,10,17,200.42565329817435
74,11,34,188.3002488049339
74,12,3,188.41000000000003
74,14,37,194.6892552248326
74,15,17,235.9654129316413
74,16,17,12.638674772301112
74,17,17,0.0
74,18,NONE,396.910615756243
74,19,NONE,314.82409374125103
74,20,37,193.86439177940858
74,21,3,161.35173503870357
74,22,34,61.051691213266174
74,23,3,112.4355464254966
74,24,37,69.5138986102779
74,25,34,34.75999999999999
74,26,26,0.0
74,27,NONE,290.56559603641995
74,28,NONE,284.8437332995058
74,29,26,244.71333862296922
74,3,3,0.0
74,30,NONE,397.257023223001
74,31,17,138.51
74,32,37,228.26870328628056
74,33,26,67.07999999999998
74,34,34,0.0
74,35,26,26.627579687234068
74,36,37,211.56574486433283
74,37,37,0.0
74,4,NONE,281.67253984014843
74,5,37,190.05094895843064
74,7,NONE,331.44891929224934
74,8,3,17.53295468539172
74,9,34,35.450000000000045
75,0,26,96.87086920225298
75,10,NONE,400.20538776983
75,11,34,194.96324602344924
75,12,3,181.69000000000003
75,14,5,46.40248269220086
75,15,NONE,429.66056009366275
75,16,34,220.94327326261825
75,17,34,207.83962302698686
75,18,NONE,552.674155809732
75,19,NONE,467.5883659801642
75,20,5,26.848137738025688
75,21,3,178.07875364568338
75,22,34,52.27273572331945
75,23,3,97.93229497974608
75,24,5,214.58334161812283
75,25,25,0.0
75,26,26,0.0
75,27,NONE,443.90612802708637
75,28,NONE,283.8343883323513
75,29,NONE,256.10507316334053
75,3,3,0.0
75,30,NONE,571.9030778899515
75,31,NONE,280.434542986416
75,32,NONE,347.91174584943235
75,33,26,77.53
75,34,34,0.0
75,35,26,35.97408094725979
75,36,NONE,398.21072624930633
75,37,5,185.133431070674
75,4,NONE,289.8367493952415
75,5,5,0.0
75,7,NONE,478.65655328220464
75,8,3,29.176788719802573
75,9,34,31.519999999999982
76,0,5,118.06795712639396
76,10,NONE,387.8744869155484
76,11,25,214.88351658514898
76,12,3,174.73000000000002
76,14,5,38.43000000000001
76,15,NONE,445.54476497878414
76,16,25,243.79246296799246
76,17,25,227.61995716544715
76,18,NONE,539.7595465575389
76,19,NONE,469.98464070648095
76,20,5,8.384658609627484
76,22,25,85.37455651422145
76,23,3,81.60276710994547
76,24,5,215.78373455846943
76,25,25,0.0
76,26,3,178.57796084623658
76,27,NONE,441.6546361128795
76,28,4,21.42578820020398
76,29,4,45.630009861931875
76,3,3,0.0
76,30,NONE,558.0292193066596
76,31,NONE,328.5452615698482
76,32,NONE,340.48899336101897
76,33,3,92.21415943335386
76,34,25,43.14999999999998
76,35,3,203.97255599712432
76,36,NONE,398.86860605968974
76,37,5,181.1745084166092
76,38,NONE,434.9570812160666
76,4,4,0.0
76,5,5,0.0
76,7,NONE,481.5756938426191
76,8,8,0.0
76,9,25,71.94999999999993
77,0,3,214.92717371239965
77,10,NONE,400.5656480528504
77,11,34,205.93952728895928
77,12,8,167.67271483458484
77,14,NONE,302.0621184458588
77,15,NONE,427.93850971839396
77,16,34,246.3505682964827
77,17,34,218.1473116955604
77,18,NONE,600.1258568833707
77,19,NONE,600.1335481374125
77,20,NONE,283.22329600511324
77,22,34,50.96240280834484
77,23,3,63.50068031131634
77,24,NONE,421.9070080005783
77,25,25,0.0
77,26,3,170.03255129533287
77,27,NONE,712.2420612404185
77,28,4,29.269999999999996
77,29,4,34.40311759128815
77,3,3,0.0
77,30,NONE,601.1207500161677
77,31,NONE,310.956563526162
77,32,NONE,614.3731296207542
77,33,3,77.33535414026369
77,34,34,0.0
77,35,3,205.02417442828542
77,36,NONE,653.4043842062893
77,37,NONE,434.3904604155114
77,38,NONE,600.9766824927569
77,4,4,0.0
77,5,NONE,279.3812644040398
77,7,NONE,600.923918728486
77,8,8,0.0
77,9,34,27.969999999999914
78,0,39,194.7304262307254
78,10,NONE,399.4516773027746
78,11,22,186.8974055464655
78,12,39,148.959947972601
78,14,NONE,278.60799001464403
78,15,NONE,421.33080791700957
78,16,NONE,264.26
78,17,22,218.64445682431563
78,18,NONE,602.3744164554136
78,19,NONE,600.0939796398561
78,20,NONE,271.0348748777544
78,22,22,0.0
78,23,3,42.7499345028738
78,24,NONE,410.15641943044125
78,25,25,0.0
78,26,39,144.50543553790632
78,27,NONE,693.116893532397
78,28,NONE,394.2431129392117
78,29,NONE,423.92477115639275
78,3,3,0.0
78,30,NONE,605.1680480659896
78,31,NONE,288.646610407952
78,32,NONE,589.9212238934957
78,33,39,46.78955438984219
78,34,25,42.819999999999936
78,35,39,197.3667725327645
78,36,NONE,646.2420626978718
78,37,NONE,415.01459311691684
78,38,NONE,600.0423625878426
78,39,39,0.0
78,4,NONE,427.0139594907876
78,5,NONE,259.12715025639443
78,7,NONE,600.8200266302714
78,8,8,0.0
78,9,22,32.122448536809884
79,0,39,189.64072558393147
79,10,NONE,397.2847648727547
79,11,22,192.63047162897152
79,12,39,135.76261782979878
79,14,NONE,269.1317537935648
79,15,NONE,414.2904616328983
79,16,NONE,271.28999999999996
79,17,22,216.955675196571
79,18,NONE,599.504440684137
79,19,NONE,600.073315853988
79,20,NONE,266.726613782727
79,22,22,0.0
79,23,3,20.422264810740284
79,24,NONE,407.99541284186034
79,25,25,0.0
79,26,39,130.71917380399864
79,27,NONE,686.3862913112412
79,28,NONE,380.5914050527153
79,29,NONE,427.4760822549023
79,3,3,0.0
79,30,NONE,602.1606670150417
79,31,NONE,291.07675448238734
79,32,NONE,579.1998785393519
79,33,39,29.8818356196536
79,34,25,41.04000000000002
79,35,39,200.98682170729504
79,36,NONE,650.4663435566824
79,37,NONE,405.6219086785131
79,38,NONE,600.1199880023994
79,39,39,0.0
79,4,NONE,419.42698065336714
79,5,NONE,251.34344013719556
79,7,NONE,600.7716651107974
79,8,8,0.0
79,9,22,42.4681539509312
80,0,39,183.91538597953138
80,10,NONE,400.1835758748727
80,11,34,234.04172469882377
80,12,39,122.07080936898878
80,14,NONE,258.9348954853324
80,15,NONE,428.02386487204194
80,16,NONE,289.0829517629844
80,17,NONE,254.75799418271458
80,18,NONE,600.15028526195
80,19,NONE,603.2884458532254
80,20,NONE,258.7805896894124
80,22,34,83.87054608144626
80,23,23,0.0
80,24,NONE,406.08385353274025
80,25,25,0.0
80,26,39,115.60429749797366
80,27,NONE,678.8695021136242
80,28,NONE,360.35661115067666
80,29,NONE,427.029549445937
80,3,3,0.0
80,30,NONE,601.0475196687862
80,31,NONE,355.54741357517986
80,32,NONE,567.0403206122119
80,33,39,12.033287165193078
80,34,34,0.0
80,35,39,203.70175060612516
80,36,NONE,654.4053312741271
80,37,NONE,393.4817171102109
80,38,NONE,600.24648270523
80,39,39,0.0
80,4,NONE,406.720450063677
80,40,34,226.15210125046374
80,5,39,243.63145958599029
80,7,NONE,603.2964976692639
80,8,34,19.454976227176424
80,9,34,32.01999999999998
81,0,39,176.92480888784365
81,10,NONE,400.09591050146963
81,11,34,249.20380093409494
81,12,33,104.90312197451516
81,14,39,248.03721011170884
81,15,NONE,428.28420890805677
81,16,NONE,303.7087297066056
81,17,NONE,271.50588372998476
81,18,NONE,600.1802929953632
81,19,NONE,603.3897222359692
81,20,39,247.40689238580237
81,22,34,91.73999999999995
81,23,23,0.0
81,24,NONE,401.6892331143567
81,25,25,0.0
81,26,39,97.78237520126002
81,27,NONE,670.0173430591182
81,28,NONE,347.7952524115302
81,29,NONE,423.2146647979013
81,3,23,30.150296847626553
81,30,NONE,601.1576699169694
81,31,NONE,371.46889035288
81,32,NONE,555.8500880633194
81,33,33,0.0
81,34,34,0.0
81,35,39,205.49007372620216
81,36,NONE,656.4932828293066
81,37,NONE,378.4281577789898
81,38,NONE,597.4009910437042
81,39,39,0.0
81,4,NONE,394.84114527237404
81,40,34,233.29805914323418
81,5,39,234.83160796621905
81,7,NONE,604.2396253970771
81,8,34,7.218095316633072
81,9,34,33.660000000000025
82,0,39,168.6549284782393
82,10,NONE,400.03537643563476
82,11,NONE,265.6118679577401
82,12,33,89.82694473263578
82,14,39,236.89274556220587
82,15,NONE,428.513348683562
82,16,NONE,318.2353267630732
82,17,NONE,288.7219286787895
82,18,NONE,600.1810290237438
82,19,NONE,604.4453063760195
82,20,39,233.2103827019715
82,22,34,96.45999999999998
82,23,23,0.0
82,24,NONE,401.3360168238081
82,25,25,0.0
82,26,39,77.61599384147576
82,27,NONE,661.8302770348301
82,28,NONE,329.57009815819157
82,29,NONE,413.9972619474675
82,3,23,54.57389852301192
82,30,NONE,601.180108203856
82,31,NONE,388.14587979263666
82,32,NONE,545.6062918442199
82,33,33,0.0
82,34,34,0.0
82,35,39,206.64187232988382
82,36,NONE,659.0763634815013
82,37,NONE,361.64191806260516
82,38,NONE,598.5395559192391
82,39,39,0.0
82,4,NONE,377.386645365201
82,40,34,241.74524111138155
82,41,NONE,367.0245272457959
82,5,39,226.07753094900875
82,7,NONE,606.0805230330373
82,8,34,31.005573692483072
82,9,34,34.80000000000001
83,0,33,192.13297946994942
83,10,NONE,400.00806441870645
83,11,NONE,259.112605829975
83,12,33,76.14778066365432
83,14,33,241.31140544947314
83,15,NONE,417.2604856681255
83,16,NONE,322.4073454498207
83,17,NONE,281.0762885766069
83,18,NONE,600.1807835144341
83,19,NONE,603.7981756348722
83,20,33,241.27250257747986
83,22,9,64.00999999999999
83,23,23,0.0
83,24,NONE,401.4595706917448
83,25,25,0.0
83,26,33,89.11215685864642
83,27,NONE,664.1234406343448
83,28,NONE,336.03318080213444
83,29,NONE,431.1837234868682
83,3,23,75.50783800374636
83,30,NONE,600.0014083316805
83,31,NONE,378.6908786860333
83,32,NONE,555.0799118145062
83,33,33,0.0
83,34,34,0.0
83,35,23,233.79307966661457
83,36,NONE,672.9501571439001
83,37,NONE,358.12973878191127
83,38,NONE,600.698081651673
83,39,33,34.00800641025583
83,4,NONE,385.8209058617742
83,40,9,232.6475104100622
83,41,NONE,346.73630845355666
83,5,33,229.91720357554806
83,7,NONE,605.0352949208832
83,8,9,19.898984898732884
83,9,9,0.0
84,0,33,192.54057364617987
84,10,NONE,399.03940306691516
84,11,NONE,276.1759902670759
84,12,33,62.286533054906826
84,14,33,235.72985385818237
84,15,NONE,417.2235007762626
84,16,NONE,336.7338872165972
84,17,NONE,297.7612508369751
84,18,NONE,600.2085240980838
84,19,NONE,605.2284528176117
84,20,33,233.50832661813155
84,22,9,64.50999999999999
84,23,23,0.0
84,24,NONE,401.0210065570132
84,25,25,0.0
84,26,33,76.89356084874731
84,27,NONE,659.2467123164134
84,28,NONE,324.3215665046036
84,29,NONE,425.5090933223402
84,3,23,91.54594529524505
84,30,NONE,600.0000300833326
84,31,NONE,397.52096410126603
84,32,NONE,549.6535159534595
84,33,33,0.0
84,34,34,0.0
84,35,23,242.06846655440273
84,36,NONE,679.0759666635242
84,37,NONE,345.56517214557374
84,38,NONE,602.5204458771502
84,39,33,46.015802720369926
84,4,NONE,374.691750776555
84,40,9,242.52834885843757
84,41,NONE,354.9872093470412
84,42,NONE,434.5300009205348
84,5,33,224.91018763052955
84,7,NONE,607.2781138819347
84,8,9,43.80703254044954
84,9,9,0.0
85,0,33,193.53924279070642
85,10,NONE,398.06872735747527
85,11,NONE,294.2404248229669
85,12,33,47.92930731817431
85,14,33,229.60809916028663
85,15,NONE,416.76293033330114
85,16,NONE,351.3701713293261
85,17,NONE,315.85173119677535
85,18,NONE,600.2621990430515
85,19,NONE,607.424003559293
85,20,33,225.81261700799627
85,22,9,62.360000000000014
85,23,23,0.0
85,24,NONE,400.7685067467253
85,25,25,0.0
85,26,33,65.44418385158455
85,27,NONE,654.2730222162611
85,28,NONE,312.7216469961745
85,29,NONE,417.5342309320279
85,3,23,106.43811394420703
85,30,NONE,600.0014083316805
85,31,NONE,416.42172181575734
85,32,NONE,542.48729948267
85,33,33,0.0
85,34,34,0.0
85,35,NONE,250.54089985469437
85,36,NONE,684.9758889917221
85,37,NONE,332.50281201818433
85,38,NONE,604.5489688189039
85,39,33,58.112091684949704
85,4,NONE,363.4078707182881
85,40,NONE,254.31234024325283
85,41,NONE,361.8515039349706
85,42,NONE,433.74679537721084
85,5,33,220.13146799128927
85,7,NONE,610.2375341619032
85,8,9,67.00645416674422
85,9,9,0.0
86,0,33,195.63466461749567
86,10,NONE,397.5784608099387
86,11,NONE,312.93768724779704
86,12,33,33.852670500272204
86,14,33,224.62677400523742
86,15,NONE,416.427612076817
86,16,NONE,366.2666587337701
86,17,NONE,334.0580226547478
86,18,NONE,600.274758423174
86,19,NONE,610.5358708544487
86,20,33,219.13553796680264
86,22,9,60.75
86,23,23,0.0
86,24,NONE,400.7927115105763
86,25,25,0.0
86,26,33,53.535114644502286
86,27,NONE,649.2098637574755
86,28,NONE,300.73496055497105
86,29,NONE,407.5088569589623
86,3,23,120.73241528272347
86,30,NONE,600.0038163211964
86,31,NONE,435.506566311003
86,32,NONE,533.9501167712206
86,33,33,0.0
86,34,34,0.0
86,35,NONE,258.8266062444122
86,36,NONE,691.6306890241352
86,37,NONE,319.84042271107637
86,38,NONE,606.9671203615563
86,39,33,69.70342315840739
86,4,NONE,351.7685371092759
86,40,NONE,268.65365733598344
86,41,NONE,368.46889610929173
86,42,NONE,432.29085683137
86,43,NONE,677.9731181249003
86,5,33,215.74028182052606
86,7,NONE,613.816836605188
86,8,9,90.10683936305841
86,9,9,0.0
87,0,25,198.66385705507685
87,10,NONE,397.63193294804677
87,11,NONE,332.58564626273335
87,12,33,21.769687641305264
87,14,33,219.54848143405596
87,15,NONE,416.22242238976025
87,16,NONE,381.56371433877194
87,17,NONE,352.90197066607607
87,18,NONE,599.2827383631202
87,19,NONE,614.1941192326739
87,20,33,213.0889016349749
87,22,9,59.06
87,23,23,0.0
87,24,NONE,401.09115672126205
87,25,25,0.0
87,26,33,41.846543465380776
87,27,NONE,644.6759759755283
87,28,NONE,289.06079706525406
87,29,NONE,396.0641413963147
87,3,23,135.68773894497613
87,30,NONE,600.0118439664337
87,31,NONE,453.9118373649226
87,32,NONE,525.2750857407955
87,33,33,0.0
87,34,34,0.0
87,35,NONE,265.2629254155205
87,36,NONE,698.1794065281501
87,37,NONE,307.15214877972124
87,38,NONE,609.6699694916914
87,39,33,81.33720919726716
87,4,NONE,340.3556611840032
87,40,NONE,285.59887272186495
87,41,NONE,374.3270356252671
87,42,NONE,429.80960435988396
87,43,NONE,682.6150235674571
87,5,33,211.9992841969048
87,7,NONE,616.7961566838757
87,8,9,113.15525661673871
87,9,9,0.0
88,0,25,191.33651873074308
88,10,NONE,386.6372535077291
88,11,NONE,352.4682228229944
88,12,12,0.0
88,14,12,207.15639937013776
88,15,NONE,416.0486913811892
88,16,NONE,396.5294219853049
88,17,NONE,372.973266602313
88,18,NONE,585.9712597901026
88,19,NONE,616.9632965582313
88,20,25,198.3169717901118
88,22,9,56.95999999999998
88,23,23,0.0
88,24,NONE,389.1350784753284
88,25,25,0.0
88,26,25,18.981678008016022
88,27,NONE,631.5118878532692
88,28,NONE,270.6577102171671
88,29,NONE,375.69860380363406
88,3,23,150.30406814188362
88,30,NONE,587.305623078819
88,31,NONE,472.452461206416
88,32,NONE,511.4315955237807
88,33,33,0.0
88,34,23,11.363049766678001
88,35,NONE,261.7764103199522
88,36,NONE,698.8236379802846
88,37,NONE,290.3304691209657
88,38,NONE,602.6656576411169
88,39,25,82.21999999999997
88,4,NONE,319.98527481745157
88,40,NONE,303.1752628431284
88,41,NONE,379.71593395589815
88,42,NONE,417.2335807434487
88,43,NONE,686.3154552390613
88,44,23,180.39999999999998
88,5,12,199.37219088930132
88,7,NONE,616.8150952270868
88,8,9,137.0073753489205
88,9,9,0.0
89,0,35,114.34
89,10,NONE,392.07597082708344
89,11,NONE,408.7966663269161
89,12,12,0.0
89,14,12,206.4704085335233
89,15,NONE,418.7509851928709
89,16,NONE,419.36516593536953
89,17,NONE,423.6253033047011
89,18,NONE,589.6320890182284
89,19,NONE,623.427659075213
89,20,25,182.87922845419052
89,22,12,96.7713283984466
89,23,23,0.0
89,24,NONE,393.86875022017176
89,25,25,0.0
89,26,25,5.24839022939412
89,27,NONE,631.1134623821615
89,28,35,12.083914928532073
89,29,35,126.26084507874957
89,3,23,165.0110311464055
89,30,NONE,590.4653355617077
89,31,NONE,514.93583687679
89,32,NONE,496.55399746653944
89,33,33,0.0
89,34,33,2.8354364743368787
89,35,35,0.0
89,36,NONE,700.3272207332798
89,37,NONE,275.2816379637407
89,38,NONE,610.2601104447185
89,39,25,82.91000000000003
89,4,35,58.14826996566621
89,40,NONE,349.152453234973
89,41,NONE,419.99619343513103
89,42,NONE,403.32873750825144
89,43,NONE,701.0436492116593
89,44,23,178.32999999999998
89,5,12,199.89550395143962
89,7,NONE,615.3771858787097
89,8,12,200.8826834249284
89,9,12,42.63323117006263
90,0,25,182.45308986147649
90,10,NONE,398.9414473328134
90,11,NONE,420.70684567760486
90,12,12,0.0
90,14,25,204.32900552784963
90,15,NONE,419.6834436810678
90,16,NONE,430.98413161043413
90,17,NONE,435.7415776581345
90,18,NONE,595.5206800775268
90,19,NONE,631.893852557532
90,20,25,167.41537235272037
90,22,12,81.52318933898499
90,23,23,0.0
90,24,NONE,400.6247605927522
90,25,25,0.0
90,26,26,0.0
90,27,NONE,624.9816906118131
90,28,25,237.84697790806595
90,29,NONE,336.50765459347286
90,3,23,176.04908520069054
90,30,NONE,595.8378655305485
90,31,NONE,527.5805095907164
90,32,NONE,482.5984666366026
90,33,33,0.0
90,34,26,3.273545478529346
90,35,NONE,250.28810858688433
90,36,NONE,697.8637632804845
90,37,NONE,263.6046205968325
90,38,NONE,614.0895896365611
90,39,25,83.22000000000003
90,4,NONE,282.46974510556
90,40,NONE,363.0626129195899
90,41,NONE,416.3965077903512
90,42,NONE,388.31488421125454
90,43,NONE,701.461141332861
90,44,23,174.35
90,45,NONE,271.2692020853086
90,5,26,201.4503832212786
90,7,NONE,611.7964865868388
90,8,12,211.06388132506234
90,9,12,29.126599526892967
91,0,25,180.85213518230856
91,10,NONE,400.57150684990063
91,11,NONE,426.1298374908755
91,12,12,0.0
91,14,25,203.2010718475668
91,15,NONE,415.24342788297076
91,16,NONE,433.1250159018756
91,18,NONE,596.8134046751966
91,19,NONE,635.296478897845
91,20,25,152.95727115766678
91,22,12,62.10249914455943
91,23,23,0.0
91,24,NONE,402.445636080204
91,25,25,0.0
91,26,26,0.0
91,27,NONE,619.3037510785803
91,28,25,224.347240009767
91,29,NONE,318.3398944524547
91,3,23,182.5880434201539
91,30,NONE,596.8049879148128
91,31,NONE,534.5575151468736
91,32,NONE,469.4840786437811
91,33,33,0.0
91,34,26,14.692705673224356
91,35,25,242.5760754897317
91,36,NONE,692.1410898075624
91,37,NONE,251.77575419408439
91,38,NONE,614.4323494901615
91,39,25,83.54000000000002
91,4,NONE,265.60515224671377
91,40,NONE,370.6079331314968
91,41,NONE,407.29204914901055
91,42,NONE,372.7590096832
91,43,NONE,694.760915711297
91,44,23,168.37
91,45,NONE,268.89583875545566
91,5,26,200.68358801855226
91,7,NONE,600.7398798981137
91,8,12,217.27999999999997
91,9,12,11.63856090760365
92,0,25,180.71164710665445
92,10,NONE,285.7782419989318
92,11,NONE,438.7985984480807
92,12,23,21.008353100612176
92,14,26,201.65979371208334
92,15,46,79.60297984372193
92,16,46,15.319999999999936
92,18,NONE,288.2388282310348
92,19,46,192.5138719677105
92,20,25,138.76815845142576
92,22,23,60.439382028607824
92,23,23,0.0
92,24,46,134.81528882140924
92,25,25,0.0
92,26,26,0.0
92,27,NONE,421.87506491851354
92,28,25,212.9202970597214
92,29,NONE,300.45442399805
92,3,23,188.41852483235294
92,30,NONE,272.75184692316935
92,31,46,202.21381159554852
92,32,NONE,457.2851111724501
92,33,33,0.0
92,34,25,22.839999999999975
92,35,25,231.4737557478169
92,36,NONE,623.6638396604376
92,37,25,247.42036213699146
92,38,NONE,432.77630295569554
92,39,25,83.83000000000001
92,4,NONE,250.72047303720535
92,40,NONE,251.3780022197646
92,41,NONE,373.72829114210765
92,42,NONE,356.80061561045545
92,43,46,242.4892195541897
92,44,23,161.07999999999998
92,45,NONE,266.9933040358878
92,46,46,0.0
92,5,26,200.11085827610657
92,7,46,147.19478795120438
92,8,23,240.6846077338557
92,9,23,12.58484803245557
93,0,25,182.6442523048563
93,10,NONE,401.01616039755805
93,11,NONE,441.8256438913432
93,12,23,29.857327408862304
93,14,26,200.61606142081448
93,15,NONE,413.53232485502264
93,16,NONE,450.14343358534063
93,18,NONE,597.1568048678671
93,19,NONE,652.4175181584259
93,20,25,126.13575226715065
93,22,23,48.16844298916049
93,23,23,0.0
93,24,NONE,408.71981172925786
93,25,25,0.0
93,26,26,0.0
93,27,NONE,610.1861395508752
93,28,25,204.24706240237583
93,29,NONE,282.7927269220338
93,3,23,191.3034301835699
93,30,NONE,596.8013300923516
93,31,NONE,563.0637570471039
93,32,NONE,446.0403430184315
93,33,33,0.0
93,34,34,0.0
93,35,25,220.86263264753504
93,36,NONE,672.8914150886457
93,37,25,246.75680517464963
93,38,NONE,610.537612436777
93,39,25,83.94
93,4,25,239.82999166075956
93,40,NONE,408.33906952433534
93,41,NONE,413.71242294618133
93,42,NONE,341.7136965355647
93,43,NONE,690.9016576185064
93,44,23,151.64
93,45,NONE,263.16380849197327
93,46,NONE,460.91990280307925
93,5,26,200.03330347719606
93,7,NONE,584.5093320897452
93,8,NONE,253.53625855092207
93,9,33,5.40256420600441
94,0,25,186.050287019397
94,10,NONE,401.1748526515589
94,11,NONE,442.1348854139424
94,12,23,41.51520805680734
94,14,26,200.07810499902286
94,15,NONE,410.1867824540425
94,16,NONE,453.17502887957096
94,18,NONE,597.7061569032061
94,19,NONE,658.4746650403491
